Booking Date,Booking ID,Country,Hotel,Distribution Channel,Customer Type,Guests,Avg. Lead Time,Revenue,Avg. Daily Rate,Revenue Loss,Nights,Status
2023-01-03,13976,Mexico,Resort,Direct,Group,4,7.3,153.72,153.72,0.00,1,Check-Out
2023-01-03,13977,France,City,Direct,Transient-Party,2,2.7,97.38,97.38,0.00,1,Check-Out
2023-01-03,13978,Italy,Resort,Online Travel Agent,Transient,2,5.1,341.76,85.44,0.00,4,Check-Out
2023-01-03,13979,Italy,Resort,Online Travel Agent,Transient-Party,2,7.3,506.61,168.87,0.00,3,Check-Out
2023-01-03,13980,India,Resort,Direct,Group,4,5.2,595.04,148.76,0.00,4,Check-Out
2023-01-04,13981,Netherlands,Resort,Online Travel Agent,Transient,3,8.1,678.84,169.71,0.00,4,Check-Out
2023-01-04,13982,Spain,City,Online Travel Agent,Transient-Party,3,6.2,239.54,119.77,0.00,2,Check-Out
2023-01-04,13983,Brazil,Resort,Direct,Group,3,7.2,312.88,78.22,0.00,4,Check-Out
2023-01-04,13984,India,City,Direct,Transient,1,2.2,620.12,155.03,0.00,4,Check-Out
2023-01-04,13985,Spain,Resort,Direct,Group,1,4.5,169.09,169.09,0.00,1,Check-Out
2023-01-04,13986,Netherlands,Resort,Direct,Transient,4,2.9,156.24,52.08,0.00,3,Check-Out
2023-01-04,13987,Italy,Resort,Online Travel Agent,Transient-Party,2,4.8,313.70,62.74,0.00,5,Check-Out
2023-01-05,13988,Spain,City,Online Travel Agent,Transient-Party,2,5.1,0.00,190.21,-190.21,1,Canceled
2023-01-05,13989,Spain,City,Direct,Transient,4,8.5,306.25,61.25,0.00,5,Check-Out
2023-01-05,13990,Mexico,City,Online Travel Agent,Transient-Party,2,0.9,854.95,170.99,0.00,5,Check-Out
2023-01-05,13991,Italy,Resort,Online Travel Agent,Transient-Party,4,1.9,175.19,175.19,0.00,1,Check-Out
2023-01-06,13992,India,City,Online Travel Agent,Group,2,0.3,142.60,142.60,0.00,1,Check-Out
2023-01-06,13993,Spain,Resort,Online Travel Agent,Transient-Party,1,7.8,501.87,167.29,0.00,3,Check-Out
2023-01-06,13994,Italy,City,Online Travel Agent,Transient,1,4.4,661.25,132.25,0.00,5,Check-Out
2023-01-06,13995,Italy,Resort,Online Travel Agent,Group,1,4.5,292.80,58.56,0.00,5,Check-Out
2023-01-07,13996,Spain,City,Direct,Group,4,5.8,771.90,154.38,0.00,5,Check-Out
2023-01-07,13997,USA,Resort,Online Travel Agent,Group,4,1.2,277.70,138.85,0.00,2,Check-Out
2023-01-07,13998,Netherlands,Resort,Direct,Transient,1,6.6,87.52,87.52,0.00,1,Check-Out
2023-01-08,13999,Italy,Resort,Online Travel Agent,Group,2,6.8,382.62,191.31,0.00,2,Check-Out
2023-01-08,14000,India,City,Online Travel Agent,Group,3,9.1,216.84,108.42,0.00,2,Check-Out
2023-01-08,14001,Mexico,Resort,Direct,Transient,1,1.2,289.04,72.26,0.00,4,Check-Out
2023-01-08,14002,France,Resort,Online Travel Agent,Group,1,8.6,0.00,151.91,-455.73,3,Canceled
2023-01-08,14003,Italy,Resort,Direct,Transient,3,0.8,441.21,147.07,0.00,3,Check-Out
2023-01-08,14004,France,Resort,Direct,Group,1,5.1,112.68,56.34,0.00,2,Check-Out
2023-01-09,14005,Portugal,City,Online Travel Agent,Group,2,9.9,77.08,77.08,0.00,1,Check-Out
2023-01-09,14006,Spain,City,Direct,Transient-Party,1,9.5,713.96,178.49,0.00,4,Check-Out
2023-01-09,14007,Spain,Resort,Online Travel Agent,Transient,1,1.6,998.90,199.78,0.00,5,Check-Out
2023-01-09,14008,France,City,Direct,Transient-Party,2,0.1,298.00,59.60,0.00,5,Check-Out
2023-01-09,14009,Brazil,City,Direct,Group,3,5.5,327.08,81.77,0.00,4,Check-Out
2023-01-10,14010,Mexico,Resort,Direct,Transient,4,5,78.41,78.41,0.00,1,Check-Out
2023-01-10,14011,Italy,City,Online Travel Agent,Transient,4,3.8,0.00,86.02,-344.08,4,Canceled
2023-01-10,14012,Mexico,Resort,Online Travel Agent,Transient,3,7,270.36,67.59,0.00,4,Check-Out
2023-01-11,14013,Mexico,City,Online Travel Agent,Transient,3,9.1,757.70,151.54,0.00,5,Check-Out
2023-01-11,14014,Portugal,City,Online Travel Agent,Group,1,5.1,560.52,140.13,0.00,4,Check-Out
2023-01-12,14015,France,City,Online Travel Agent,Group,2,9.4,273.46,136.73,0.00,2,Check-Out
2023-01-12,14016,Mexico,City,Online Travel Agent,Transient-Party,3,2.8,714.04,178.51,0.00,4,Check-Out
2023-01-12,14017,Netherlands,Resort,Online Travel Agent,Transient,3,8.6,497.64,165.88,0.00,3,Check-Out
2023-01-12,14018,France,Resort,Online Travel Agent,Transient,2,2.4,243.24,81.08,0.00,3,Check-Out
2023-01-12,14019,Brazil,City,Online Travel Agent,Transient-Party,4,9,619.08,154.77,0.00,4,Check-Out
2023-01-12,14020,USA,Resort,Direct,Transient,1,7.7,116.52,116.52,0.00,1,Check-Out
2023-01-13,14021,France,City,Online Travel Agent,Transient-Party,3,2.5,325.53,108.51,0.00,3,Check-Out
2023-01-13,14022,Netherlands,Resort,Online Travel Agent,Transient,4,3.4,191.13,191.13,0.00,1,Check-Out
2023-01-13,14023,Netherlands,Resort,Online Travel Agent,Group,1,3.3,0.00,174.51,-523.53,3,Canceled
2023-01-13,14024,USA,City,Direct,Group,1,8.6,148.84,74.42,0.00,2,Check-Out
2023-01-13,14025,Germany,Resort,Direct,Group,1,4,328.18,164.09,0.00,2,Check-Out
2023-01-13,14026,Brazil,City,Direct,Transient-Party,2,3,317.14,158.57,0.00,2,Check-Out
2023-01-14,14027,Portugal,Resort,Direct,Transient-Party,1,5.1,337.62,112.54,0.00,3,Check-Out
2023-01-14,14028,Mexico,Resort,Direct,Transient,4,9.6,393.70,196.85,0.00,2,Check-Out
2023-01-14,14029,India,City,Direct,Transient,3,2.9,0.00,73.97,-73.97,1,Canceled
2023-01-14,14030,Germany,City,Direct,Group,1,9.6,557.56,139.39,0.00,4,Check-Out
2023-01-14,14031,Mexico,Resort,Online Travel Agent,Transient,1,5.4,350.85,116.95,0.00,3,Check-Out
2023-01-14,14032,Mexico,Resort,Online Travel Agent,Transient-Party,1,7.3,232.47,77.49,0.00,3,Check-Out
2023-01-14,14033,Italy,City,Direct,Transient-Party,1,1,165.39,55.13,0.00,3,Check-Out
2023-01-14,14034,Italy,Resort,Online Travel Agent,Transient,4,0.3,180.48,90.24,0.00,2,Check-Out
2023-01-15,14035,Brazil,Resort,Direct,Transient-Party,2,2.5,317.28,105.76,0.00,3,Check-Out
2023-01-15,14036,Germany,Resort,Online Travel Agent,Transient-Party,2,2.9,0.00,77.46,-77.46,1,Canceled
2023-01-15,14037,USA,City,Online Travel Agent,Group,4,4.4,565.71,188.57,0.00,3,Check-Out
2023-01-15,14038,France,City,Online Travel Agent,Transient,3,0.3,0.00,193.28,-773.12,4,Canceled
2023-01-15,14039,Netherlands,City,Direct,Transient-Party,1,8.9,399.24,133.08,0.00,3,Check-Out
2023-01-15,14040,Germany,Resort,Direct,Transient-Party,4,9.8,364.35,121.45,0.00,3,Check-Out
2023-01-15,14041,Italy,Resort,Online Travel Agent,Transient,4,3.9,297.99,99.33,0.00,3,Check-Out
2023-01-15,14042,Mexico,City,Online Travel Agent,Transient-Party,2,5.3,296.35,59.27,0.00,5,Check-Out
2023-01-16,14043,USA,Resort,Direct,Group,2,9.3,160.88,80.44,0.00,2,Check-Out
2023-01-16,14044,USA,Resort,Online Travel Agent,Transient-Party,1,1.2,181.58,181.58,0.00,1,Check-Out
2023-01-16,14045,Mexico,City,Online Travel Agent,Transient-Party,2,6.3,61.08,61.08,0.00,1,Check-Out
2023-01-17,14046,Netherlands,Resort,Direct,Transient-Party,2,9.3,553.12,138.28,0.00,4,Check-Out
2023-01-17,14047,France,City,Direct,Transient,4,4.9,330.76,165.38,0.00,2,Check-Out
2023-01-17,14048,Netherlands,Resort,Online Travel Agent,Transient-Party,1,7.5,104.51,104.51,0.00,1,Check-Out
2023-01-17,14049,Mexico,City,Direct,Group,3,3.1,355.47,118.49,0.00,3,Check-Out
2023-01-19,14050,Germany,Resort,Direct,Transient,2,6.3,95.46,95.46,0.00,1,Check-Out
2023-01-19,14051,Spain,City,Online Travel Agent,Transient,3,2.9,166.66,166.66,0.00,1,Check-Out
2023-01-19,14052,Mexico,City,Direct,Transient,3,2.3,78.83,78.83,0.00,1,Check-Out
2023-01-19,14053,Germany,City,Direct,Transient,1,4.6,203.64,50.91,0.00,4,Check-Out
2023-01-20,14054,India,Resort,Online Travel Agent,Transient-Party,2,2.3,388.05,77.61,0.00,5,Check-Out
2023-01-20,14055,Portugal,Resort,Direct,Transient-Party,4,1,106.74,53.37,0.00,2,Check-Out
2023-01-20,14056,USA,Resort,Direct,Transient,4,4,685.85,137.17,0.00,5,Check-Out
2023-01-20,14057,Portugal,Resort,Online Travel Agent,Group,3,5.8,83.13,83.13,0.00,1,Check-Out
2023-01-20,14058,Mexico,City,Online Travel Agent,Transient-Party,1,3.2,0.00,175.15,-175.15,1,Canceled
2023-01-20,14059,Spain,Resort,Direct,Transient-Party,2,3.3,0.00,128.16,-128.16,1,Canceled
2023-01-20,14060,Spain,Resort,Direct,Group,1,8.2,210.60,105.30,0.00,2,Check-Out
2023-01-20,14061,Spain,City,Direct,Transient,3,7.6,0.00,126.22,-504.88,4,Canceled
2023-01-20,14062,Netherlands,City,Online Travel Agent,Transient,4,7.3,81.33,81.33,0.00,1,Check-Out
2023-01-20,14063,Italy,City,Online Travel Agent,Transient,4,7.2,503.58,167.86,0.00,3,Check-Out
2023-01-20,14064,Germany,Resort,Direct,Transient,1,2.3,0.00,170.49,-170.49,1,Canceled
2023-01-21,14065,Mexico,Resort,Online Travel Agent,Group,4,1.9,762.40,152.48,0.00,5,Check-Out
2023-01-21,14066,Portugal,City,Direct,Transient,4,0.6,116.29,116.29,0.00,1,Check-Out
2023-01-21,14067,Netherlands,Resort,Online Travel Agent,Transient,1,6.4,667.20,166.80,0.00,4,Check-Out
2023-01-21,14068,Germany,City,Direct,Group,4,1.2,123.69,123.69,0.00,1,Check-Out
2023-01-21,14069,Germany,Resort,Direct,Group,3,2,652.08,163.02,0.00,4,Check-Out
2023-01-21,14070,India,City,Direct,Group,1,9.2,163.87,163.87,0.00,1,Check-Out
2023-01-22,14071,USA,Resort,Direct,Transient-Party,1,8.1,464.70,154.90,0.00,3,Check-Out
2023-01-22,14072,Mexico,City,Online Travel Agent,Transient,4,7.1,150.95,150.95,0.00,1,Check-Out
2023-01-23,14073,Brazil,City,Online Travel Agent,Transient-Party,1,7.3,58.43,58.43,0.00,1,Check-Out
2023-01-23,14074,India,City,Direct,Transient,1,0.8,374.31,124.77,0.00,3,Check-Out
2023-01-23,14075,USA,City,Direct,Transient-Party,2,2.8,220.60,55.15,0.00,4,Check-Out
2023-01-23,14076,India,City,Direct,Transient-Party,4,9.5,0.00,142.95,-428.85,3,Canceled
2023-01-23,14077,Portugal,City,Online Travel Agent,Group,1,0.9,373.06,186.53,0.00,2,Check-Out
2023-01-24,14078,Mexico,City,Direct,Group,3,6.4,307.95,102.65,0.00,3,Check-Out
2023-01-24,14079,France,Resort,Online Travel Agent,Group,3,3.6,346.20,86.55,0.00,4,Check-Out
2023-01-25,14080,USA,Resort,Online Travel Agent,Group,2,9.7,167.42,83.71,0.00,2,Check-Out
2023-01-25,14081,Spain,Resort,Online Travel Agent,Transient,1,0.5,288.48,144.24,0.00,2,Check-Out
2023-01-25,14082,USA,City,Direct,Transient,4,2.1,265.88,66.47,0.00,4,Check-Out
2023-01-25,14083,Spain,Resort,Direct,Group,4,8.9,0.00,91.73,-366.92,4,Canceled
2023-01-25,14084,Mexico,Resort,Online Travel Agent,Transient,4,5.7,469.83,156.61,0.00,3,Check-Out
2023-01-25,14085,USA,Resort,Direct,Transient,3,5.1,630.44,157.61,0.00,4,Check-Out
2023-01-25,14086,Mexico,City,Online Travel Agent,Group,3,5.9,530.79,176.93,0.00,3,Check-Out
2023-01-25,14087,France,City,Direct,Transient-Party,2,6.2,630.12,157.53,0.00,4,Check-Out
2023-01-26,14088,Netherlands,Resort,Direct,Transient,4,1.8,555.90,111.18,0.00,5,Check-Out
2023-01-26,14089,France,Resort,Direct,Transient-Party,3,9.2,155.04,77.52,0.00,2,Check-Out
2023-01-26,14090,Germany,City,Online Travel Agent,Group,3,9.4,335.40,111.80,0.00,3,Check-Out
2023-01-26,14091,Netherlands,City,Direct,Transient,2,1.3,229.65,76.55,0.00,3,Check-Out
2023-01-26,14092,Spain,City,Direct,Transient,3,2.2,847.75,169.55,0.00,5,Check-Out
2023-01-26,14093,Portugal,City,Direct,Transient,3,1,0.00,176.62,-706.48,4,Canceled
2023-01-27,14094,France,Resort,Online Travel Agent,Transient-Party,3,7.7,0.00,77.65,-310.60,4,Canceled
2023-01-27,14095,Spain,Resort,Direct,Group,4,0.9,150.36,150.36,0.00,1,Check-Out
2023-01-27,14096,Spain,Resort,Online Travel Agent,Transient-Party,3,1.1,139.94,69.97,0.00,2,Check-Out
2023-01-27,14097,Netherlands,Resort,Direct,Transient-Party,2,9.8,504.32,126.08,0.00,4,Check-Out
2023-01-27,14098,France,City,Online Travel Agent,Transient,4,5.7,345.52,86.38,0.00,4,Check-Out
2023-01-28,14099,Netherlands,City,Online Travel Agent,Group,3,7.2,293.14,146.57,0.00,2,Check-Out
2023-01-28,14100,India,City,Online Travel Agent,Transient,4,3.4,153.26,76.63,0.00,2,Check-Out
2023-01-29,14101,Spain,City,Online Travel Agent,Group,4,9.4,498.04,124.51,0.00,4,Check-Out
2023-01-29,14102,USA,Resort,Online Travel Agent,Transient,1,0.7,431.25,86.25,0.00,5,Check-Out
2023-01-29,14103,Netherlands,City,Direct,Transient,3,2.6,60.01,60.01,0.00,1,Check-Out
2023-01-29,14104,Italy,Resort,Online Travel Agent,Transient,4,8.4,411.20,82.24,0.00,5,Check-Out
2023-01-29,14105,India,City,Online Travel Agent,Transient-Party,2,1.4,174.82,174.82,0.00,1,Check-Out
2023-01-29,14106,USA,City,Online Travel Agent,Transient,4,3.6,423.81,141.27,0.00,3,Check-Out
2023-01-29,14107,Netherlands,Resort,Direct,Transient-Party,4,9.6,0.00,75.43,-301.72,4,Canceled
2023-01-30,14108,France,City,Online Travel Agent,Transient,4,8.1,389.40,97.35,0.00,4,Check-Out
2023-01-30,14109,Mexico,City,Online Travel Agent,Group,4,2.3,663.65,132.73,0.00,5,Check-Out
2023-01-30,14110,India,City,Direct,Group,4,4.5,318.52,159.26,0.00,2,Check-Out
2023-01-31,14111,Mexico,City,Direct,Group,4,2.5,178.92,59.64,0.00,3,Check-Out
2023-01-31,14112,Germany,City,Direct,Transient-Party,1,1.1,351.90,175.95,0.00,2,Check-Out
2023-01-31,14113,France,City,Direct,Transient-Party,2,5.9,596.01,198.67,0.00,3,Check-Out
2023-01-31,14114,Germany,Resort,Online Travel Agent,Group,4,6.2,452.67,150.89,0.00,3,Check-Out
2023-01-31,14115,Mexico,City,Direct,Transient-Party,4,9.5,272.28,136.14,0.00,2,Check-Out
2023-01-31,14116,Mexico,City,Online Travel Agent,Group,3,3.8,412.70,82.54,0.00,5,Check-Out
2023-01-31,14117,India,City,Direct,Transient,1,2.9,383.28,191.64,0.00,2,Check-Out
2023-01-31,14118,Brazil,Resort,Online Travel Agent,Transient,3,3.6,81.68,81.68,0.00,1,Check-Out
2023-02-01,14119,France,Resort,Direct,Transient,1,9.9,504.50,100.90,0.00,5,Check-Out
2023-02-01,14120,India,Resort,Online Travel Agent,Transient,1,1.5,0.00,90.81,-90.81,1,Canceled
2023-02-01,14121,Germany,Resort,Online Travel Agent,Group,2,0.3,0.00,61.17,-305.85,5,Canceled
2023-02-01,14122,Brazil,Resort,Direct,Transient-Party,4,5.3,407.12,101.78,0.00,4,Check-Out
2023-02-01,14123,Mexico,City,Online Travel Agent,Group,2,5.6,245.48,122.74,0.00,2,Check-Out
2023-02-01,14124,Spain,Resort,Online Travel Agent,Group,2,2.1,824.55,164.91,0.00,5,Check-Out
2023-02-01,14125,Netherlands,Resort,Online Travel Agent,Transient,3,2.3,290.68,72.67,0.00,4,Check-Out
2023-02-01,14126,Netherlands,City,Online Travel Agent,Group,2,1.9,325.22,162.61,0.00,2,Check-Out
2023-02-01,14127,Mexico,Resort,Direct,Transient-Party,1,3.7,526.56,175.52,0.00,3,Check-Out
2023-02-01,14128,Italy,City,Online Travel Agent,Transient,4,4,109.32,109.32,0.00,1,Check-Out
2023-02-01,14129,Brazil,Resort,Direct,Transient-Party,1,9.8,799.35,159.87,0.00,5,Check-Out
2023-02-01,14130,Italy,City,Online Travel Agent,Group,3,3.7,190.86,63.62,0.00,3,Check-Out
2023-02-02,14131,Mexico,Resort,Direct,Transient,1,4.7,385.64,96.41,0.00,4,Check-Out
2023-02-02,14132,Germany,Resort,Direct,Transient,3,4.8,372.64,93.16,0.00,4,Check-Out
2023-02-02,14133,France,Resort,Direct,Transient,3,1.2,315.50,157.75,0.00,2,Check-Out
2023-02-02,14134,Spain,City,Online Travel Agent,Transient-Party,4,0.6,320.82,160.41,0.00,2,Check-Out
2023-02-02,14135,Germany,City,Online Travel Agent,Transient-Party,2,8.8,350.88,175.44,0.00,2,Check-Out
2023-02-02,14136,Germany,Resort,Online Travel Agent,Group,3,3.3,97.91,97.91,0.00,1,Check-Out
2023-02-03,14137,Netherlands,City,Online Travel Agent,Group,4,7.9,0.00,181.26,-181.26,1,Canceled
2023-02-03,14138,USA,Resort,Online Travel Agent,Transient-Party,1,6.5,502.68,167.56,0.00,3,Check-Out
2023-02-03,14139,Portugal,City,Online Travel Agent,Transient,3,8.9,326.70,108.90,0.00,3,Check-Out
2023-02-04,14140,France,Resort,Online Travel Agent,Group,2,9.9,403.92,100.98,0.00,4,Check-Out
2023-02-04,14141,Netherlands,City,Direct,Transient-Party,4,6.7,85.58,85.58,0.00,1,Check-Out
2023-02-04,14142,USA,City,Direct,Transient-Party,3,1.1,0.00,160.64,-803.20,5,Canceled
2023-02-04,14143,India,City,Direct,Group,4,1.6,758.64,189.66,0.00,4,Check-Out
2023-02-04,14144,India,City,Direct,Group,3,9.6,398.34,199.17,0.00,2,Check-Out
2023-02-05,14145,Italy,City,Direct,Transient,3,4,195.78,65.26,0.00,3,Check-Out
2023-02-05,14146,India,City,Online Travel Agent,Group,4,0.7,685.85,137.17,0.00,5,Check-Out
2023-02-05,14147,Brazil,City,Online Travel Agent,Transient,4,2.1,527.80,131.95,0.00,4,Check-Out
2023-02-05,14148,Germany,City,Direct,Transient-Party,4,9.2,125.31,125.31,0.00,1,Check-Out
2023-02-05,14149,France,City,Online Travel Agent,Group,2,6.9,481.20,96.24,0.00,5,Check-Out
2023-02-05,14150,India,Resort,Direct,Group,3,3.2,321.70,160.85,0.00,2,Check-Out
2023-02-06,14151,Italy,Resort,Online Travel Agent,Group,3,5,433.90,86.78,0.00,5,Check-Out
2023-02-06,14152,Portugal,Resort,Direct,Group,4,1.4,55.08,55.08,0.00,1,Check-Out
2023-02-06,14153,Netherlands,City,Online Travel Agent,Transient-Party,4,6.3,153.15,51.05,0.00,3,Check-Out
2023-02-07,14154,Germany,City,Direct,Group,4,2.4,496.84,124.21,0.00,4,Check-Out
2023-02-07,14155,India,City,Online Travel Agent,Transient-Party,2,6.9,686.84,171.71,0.00,4,Check-Out
2023-02-07,14156,France,Resort,Direct,Group,3,6.6,244.04,122.02,0.00,2,Check-Out
2023-02-07,14157,Spain,Resort,Online Travel Agent,Group,2,8.9,585.20,146.30,0.00,4,Check-Out
2023-02-07,14158,Germany,City,Online Travel Agent,Transient,3,0.3,760.85,152.17,0.00,5,Check-Out
2023-02-07,14159,Spain,Resort,Online Travel Agent,Transient-Party,4,9.7,129.79,129.79,0.00,1,Check-Out
2023-02-08,14160,Netherlands,Resort,Online Travel Agent,Transient-Party,4,9.8,886.65,177.33,0.00,5,Check-Out
2023-02-08,14161,Spain,City,Direct,Group,3,1.3,591.42,197.14,0.00,3,Check-Out
2023-02-08,14162,Brazil,Resort,Online Travel Agent,Group,2,5.9,0.00,94.44,-377.76,4,Canceled
2023-02-08,14163,Portugal,City,Online Travel Agent,Transient-Party,4,8.4,158.60,79.30,0.00,2,Check-Out
2023-02-08,14164,Netherlands,City,Direct,Transient,3,1.9,683.88,170.97,0.00,4,Check-Out
2023-02-08,14165,Brazil,City,Direct,Transient-Party,4,1.1,372.30,186.15,0.00,2,Check-Out
2023-02-08,14166,Portugal,City,Direct,Group,3,7.1,515.55,171.85,0.00,3,Check-Out
2023-02-08,14167,Mexico,Resort,Direct,Transient,1,7.5,0.00,132.10,-660.50,5,Canceled
2023-02-08,14168,Portugal,City,Online Travel Agent,Transient,2,0.6,280.50,93.50,0.00,3,Check-Out
2023-02-09,14169,USA,City,Online Travel Agent,Group,3,9.8,424.95,84.99,0.00,5,Check-Out
2023-02-09,14170,USA,City,Direct,Group,2,4.7,348.78,116.26,0.00,3,Check-Out
2023-02-09,14171,Netherlands,Resort,Online Travel Agent,Group,4,0.1,196.76,98.38,0.00,2,Check-Out
2023-02-09,14172,Mexico,City,Direct,Transient,4,6.1,443.13,147.71,0.00,3,Check-Out
2023-02-10,14173,Brazil,Resort,Online Travel Agent,Transient-Party,3,2.6,280.47,93.49,0.00,3,Check-Out
2023-02-10,14174,Portugal,City,Direct,Transient-Party,3,4.4,566.40,141.60,0.00,4,Check-Out
2023-02-10,14175,Germany,City,Direct,Group,2,9,599.19,199.73,0.00,3,Check-Out
2023-02-10,14176,Italy,Resort,Direct,Transient,3,8.6,525.27,175.09,0.00,3,Check-Out
2023-02-10,14177,Mexico,City,Online Travel Agent,Transient-Party,1,8.3,0.00,139.37,-557.48,4,Canceled
2023-02-10,14178,Spain,City,Online Travel Agent,Group,1,8.2,74.52,74.52,0.00,1,Check-Out
2023-02-10,14179,Netherlands,City,Online Travel Agent,Group,2,4.9,454.40,113.60,0.00,4,Check-Out
2023-02-11,14180,Brazil,City,Direct,Transient,4,3.7,547.00,109.40,0.00,5,Check-Out
2023-02-11,14181,Netherlands,Resort,Direct,Group,3,7.2,0.00,130.21,-130.21,1,Canceled
2023-02-11,14182,Spain,City,Online Travel Agent,Transient,1,3.4,0.00,132.02,-396.06,3,Canceled
2023-02-11,14183,India,City,Online Travel Agent,Group,2,5.6,892.70,178.54,0.00,5,Check-Out
2023-02-11,14184,Mexico,Resort,Direct,Transient-Party,2,9.8,193.03,193.03,0.00,1,Check-Out
2023-02-11,14185,Germany,Resort,Online Travel Agent,Group,4,4,444.93,148.31,0.00,3,Check-Out
2023-02-11,14186,Spain,Resort,Direct,Group,3,1.7,483.20,96.64,0.00,5,Check-Out
2023-02-11,14187,Netherlands,Resort,Direct,Transient-Party,1,2.3,674.08,168.52,0.00,4,Check-Out
2023-02-11,14188,Germany,City,Online Travel Agent,Group,4,10,555.84,185.28,0.00,3,Check-Out
2023-02-12,14189,USA,Resort,Direct,Transient-Party,3,4.4,398.10,132.70,0.00,3,Check-Out
2023-02-12,14190,Portugal,Resort,Online Travel Agent,Transient,3,0.8,101.56,50.78,0.00,2,Check-Out
2023-02-12,14191,France,City,Online Travel Agent,Transient-Party,1,1.1,377.19,125.73,0.00,3,Check-Out
2023-02-12,14192,Mexico,Resort,Online Travel Agent,Group,2,9.6,99.34,99.34,0.00,1,Check-Out
2023-02-12,14193,France,City,Direct,Transient,3,7.6,274.66,137.33,0.00,2,Check-Out
2023-02-12,14194,Netherlands,City,Online Travel Agent,Transient-Party,2,6.6,574.41,191.47,0.00,3,Check-Out
2023-02-13,14195,Netherlands,Resort,Direct,Group,2,2.8,641.85,128.37,0.00,5,Check-Out
2023-02-13,14196,USA,City,Online Travel Agent,Transient,1,1.3,71.20,71.20,0.00,1,Check-Out
2023-02-13,14197,Germany,Resort,Online Travel Agent,Transient-Party,4,7.8,264.15,52.83,0.00,5,Check-Out
2023-02-13,14198,Brazil,City,Online Travel Agent,Transient,2,1.4,873.55,174.71,0.00,5,Check-Out
2023-02-13,14199,Portugal,City,Online Travel Agent,Transient-Party,2,6.7,331.60,66.32,0.00,5,Check-Out
2023-02-13,14200,Mexico,City,Direct,Transient-Party,3,5.4,114.38,114.38,0.00,1,Check-Out
2023-02-13,14201,Italy,Resort,Online Travel Agent,Group,4,9.5,179.65,179.65,0.00,1,Check-Out
2023-02-13,14202,Mexico,Resort,Direct,Transient-Party,3,8.6,176.08,88.04,0.00,2,Check-Out
2023-02-14,14203,Spain,City,Direct,Group,2,7.7,261.80,52.36,0.00,5,Check-Out
2023-02-14,14204,Brazil,City,Online Travel Agent,Group,4,7.4,530.97,176.99,0.00,3,Check-Out
2023-02-14,14205,India,Resort,Online Travel Agent,Group,2,0.6,618.70,123.74,0.00,5,Check-Out
2023-02-14,14206,Brazil,City,Direct,Group,3,9.8,0.00,185.29,-555.87,3,Canceled
2023-02-14,14207,Italy,Resort,Online Travel Agent,Group,1,8.9,339.84,113.28,0.00,3,Check-Out
2023-02-15,14208,Brazil,City,Direct,Transient-Party,3,9,0.00,168.54,-842.70,5,Canceled
2023-02-15,14209,Spain,Resort,Direct,Transient-Party,1,1,152.10,50.70,0.00,3,Check-Out
2023-02-15,14210,Italy,City,Online Travel Agent,Group,2,3.4,680.12,170.03,0.00,4,Check-Out
2023-02-15,14211,France,City,Online Travel Agent,Transient-Party,2,4.8,715.56,178.89,0.00,4,Check-Out
2023-02-15,14212,USA,City,Online Travel Agent,Group,2,9.2,727.96,181.99,0.00,4,Check-Out
2023-02-15,14213,USA,City,Online Travel Agent,Transient,1,5.7,387.27,129.09,0.00,3,Check-Out
2023-02-16,14214,Mexico,Resort,Direct,Transient-Party,4,0.3,310.50,62.10,0.00,5,Check-Out
2023-02-16,14215,USA,City,Online Travel Agent,Group,4,8.2,152.93,152.93,0.00,1,Check-Out
2023-02-16,14216,Mexico,Resort,Online Travel Agent,Transient,1,5.3,107.98,53.99,0.00,2,Check-Out
2023-02-16,14217,France,City,Direct,Transient,2,1.5,203.08,101.54,0.00,2,Check-Out
2023-02-16,14218,France,City,Online Travel Agent,Group,4,7.2,108.46,54.23,0.00,2,Check-Out
2023-02-16,14219,Spain,Resort,Direct,Transient-Party,2,1,183.15,61.05,0.00,3,Check-Out
2023-02-16,14220,Brazil,City,Online Travel Agent,Transient,4,4.9,302.42,151.21,0.00,2,Check-Out
2023-02-16,14221,India,City,Online Travel Agent,Group,3,3.4,894.90,178.98,0.00,5,Check-Out
2023-02-16,14222,Germany,City,Online Travel Agent,Transient,1,7,143.56,143.56,0.00,1,Check-Out
2023-02-16,14223,Germany,Resort,Direct,Group,4,1.1,110.22,55.11,0.00,2,Check-Out
2023-02-16,14224,India,City,Direct,Group,4,3.4,197.18,197.18,0.00,1,Check-Out
2023-02-16,14225,Netherlands,Resort,Direct,Group,3,9.6,566.22,188.74,0.00,3,Check-Out
2023-02-16,14226,Germany,City,Online Travel Agent,Transient,1,3.5,495.60,123.90,0.00,4,Check-Out
2023-02-17,14227,USA,Resort,Online Travel Agent,Transient,3,6.2,743.45,148.69,0.00,5,Check-Out
2023-02-17,14228,USA,Resort,Direct,Transient,1,4.3,289.50,96.50,0.00,3,Check-Out
2023-02-17,14229,Mexico,Resort,Online Travel Agent,Transient,2,8.2,261.21,87.07,0.00,3,Check-Out
2023-02-17,14230,Germany,Resort,Direct,Group,3,8,173.66,86.83,0.00,2,Check-Out
2023-02-17,14231,Spain,Resort,Online Travel Agent,Transient-Party,1,6.7,514.76,128.69,0.00,4,Check-Out
2023-02-18,14232,India,City,Online Travel Agent,Transient,3,2.5,367.94,183.97,0.00,2,Check-Out
